College Code,College Name,Branch Name,OC Boys,OC Girls,EWS Boys,EWS Girls,SC Boys,SC Girls,ST Boys,ST Girls,BC-A Boys,BC-A Girls,BC-B Boys,BC-B Girls,BC-C Boys,BC-C Girls,BC-D Boys,BC-D Girls,BC-E Boys,BC-E Girls
"CJIT","CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI JANGAON","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJIT","CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI JANGAON","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCET","DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY DARUSSALAM","CIVIL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCET","DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY DARUSSALAM","COMPUTER ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCET","DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY DARUSSALAM","COMPUTER SCIENCE AND ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCET","DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY DARUSSALAM","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCET","DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY DARUSSALAM","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCET","DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY DARUSSALAM","ELECTRONICS AND TELECOMMUNICATION ENGG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCET","DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY DARUSSALAM","INFORMATION TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCET","DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY DARUSSALAM","MECHANICAL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES KODAD","CIVIL ENGINEERING",NA,NA,NA,NA,NA,155029,NA,NA,NA,NA,NA,NA,NA,NA,NA,167327,NA,NA
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES KODAD","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,69852,125058,148782,161775,155035,174047,157964,152006,161229,NA,168070,NA,177190,NA,167019,NA,NA
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI SHAIKPET","COMPUTER SCIENCE AND ENGINEERING",NA,6163,NA,7617,NA,51671,NA,27466,NA,18654,NA,10084,NA,17665,NA,9112,NA,17377
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI SHAIKPET","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,7258,NA,8299,NA,30586,NA,28092,NA,19286,NA,10575,NA,NA,NA,9804,NA,16489
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI SHAIKPET","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,8311,NA,8709,NA,53202,NA,34458,NA,22368,NA,12099,NA,19768,NA,10981,NA,20197
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI SHAIKPET","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,26080,NA,36972,NA,80379,NA,78651,NA,63514,NA,45092,NA,46086,NA,45851,NA,75660
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI SHAIKPET","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,10832,NA,14638,NA,160475,NA,46935,NA,27709,NA,17242,NA,43405,NA,17272,NA,29861
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI SHAIKPET","ELECTRONICS AND TELEMATICS",NA,21757,NA,27364,NA,79614,NA,118305,NA,46009,NA,37647,NA,NA,NA,34475,NA,44968
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI SHAIKPET","INFORMATION TECHNOLOGY",NA,9819,NA,11179,NA,148023,NA,51328,NA,28058,NA,13485,NA,40888,NA,12498,NA,21071
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING DUNDIGAL","CIVIL ENGINEERING",NA,41712,NA,68753,78814,150037,105095,100962,74863,NA,71054,107250,NA,NA,56075,NA,87837,NA
"ISLC","ISL ENGINEERING COLLEGE AUTONOMOUS BANDLAGUDA","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLC","ISL ENGINEERING COLLEGE AUTONOMOUS BANDLAGUDA","CIVIL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLC","ISL ENGINEERING COLLEGE AUTONOMOUS BANDLAGUDA","COMPUTER SCIENCE AND ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLC","ISL ENGINEERING COLLEGE AUTONOMOUS BANDLAGUDA","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLC","ISL ENGINEERING COLLEGE AUTONOMOUS BANDLAGUDA","INFORMATION TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLC","ISL ENGINEERING COLLEGE AUTONOMOUS BANDLAGUDA","MECHANICAL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS AUTONOMOUS NARSAMPET","CIVIL ENGINEERING",NA,NA,NA,NA,160120,NA,163641,NA,NA,NA,145625,NA,NA,NA,NA,NA,NA,NA
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS AUTONOMOUS NARSAMPET","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS YENKAPALLY","CIVIL ENGINEERING",NA,95956,105254,NA,152941,132086,129164,NA,99041,NA,99781,115430,NA,NA,83159,118947,NA,NA
"JPNH","JAYAPRAKASH NARAYAN ENGINEERING COLLEGE BANDLAGUDA","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNH","JAYAPRAKASH NARAYAN ENGINEERING COLLEGE BANDLAGUDA","COMPUTER SCIENCE AND ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNH","JAYAPRAKASH NARAYAN ENGINEERING COLLEGE BANDLAGUDA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNH","JAYAPRAKASH NARAYAN ENGINEERING COLLEGE BANDLAGUDA","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KCEA","KSHATRIYA COLLEGE OF ENGINEERING ARMOOR","MECHANICAL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KDDW","KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN KODADA","CIVIL ENGINEERING",NA,112524,NA,NA,NA,155706,NA,137857,NA,157421,NA,164471,NA,160467,NA,160630,NA,159917
"KDDW","KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN KODADA","COMPUTER SCIENCE AND ENGINEERING",NA,96399,NA,139671,NA,152324,NA,161601,NA,148899,NA,145775,NA,154185,NA,150838,NA,152998
"KDDW","KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN KODADA","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,124105,NA,NA,NA,145624,NA,148691,NA,148768,NA,154020,NA,156260,NA,159911,NA,157346
"KDDW","KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN KODADA","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,102960,NA,135719,NA,144561,NA,150797,NA,137405,NA,147727,NA,NA,NA,141671,NA,131525
"KGRH","KG REDDY COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS MOINABAD","CIVIL ENGINEERING",NA,100000,111288,NA,160736,146938,147706,NA,131497,NA,117819,NA,NA,NA,95296,139595,98785,NA
"KITW","KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN NIZAMABAD","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,72057,NA,140359,NA,101220,NA,159267,NA,115550,NA,114230,NA,NA,NA,105776,NA,91529
"KITW","KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN NIZAMABAD","CIVIL ENGINEERING",NA,128795,NA,NA,NA,NA,NA,NA,NA,NA,NA,163089,NA,NA,NA,NA,NA,NA
"KITW","KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN NIZAMABAD","COMPUTER SCIENCE AND ENGINEERING",NA,72576,NA,138993,NA,167604,NA,155574,NA,122889,NA,101885,NA,92634,NA,85056,NA,127820
"KITW","KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN NIZAMABAD","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,105589,NA,153202,NA,159554,NA,160199,NA,144759,NA,141961,NA,115308,NA,129896,NA,147622
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS WARANGAL","COMPUTER SCIENCE AND ENGINEERING",NA,41425,NA,75191,NA,156792,NA,98783,NA,67695,NA,66267,NA,NA,NA,54847,NA,133202
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS WARANGAL","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,53235,NA,97418,NA,139433,NA,144511,NA,89254,NA,78080,NA,75863,NA,69185,NA,91473
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS WARANGAL","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,64766,NA,118413,NA,133785,NA,155425,NA,127701,NA,83470,NA,NA,NA,82487,NA,102160
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS WARANGAL","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,115876,NA,NA,NA,157598,NA,158032,NA,148001,NA,144945,NA,NA,NA,143494,NA,145287
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS WARANGAL","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,77707,NA,136544,NA,147424,NA,145544,NA,142267,NA,104310,NA,NA,NA,93811,NA,114036
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS WARANGAL","INFORMATION TECHNOLOGY",NA,69152,NA,128763,NA,154246,NA,161363,NA,155762,NA,128495,NA,NA,NA,103074,NA,129680
"LRDS","LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS HIMAYATSAGAR","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRDS","LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS HIMAYATSAGAR","CIVIL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRDS","LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS HIMAYATSAGAR","COMPUTER SCIENCE AND ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRDS","LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS HIMAYATSAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRDS","LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS HIMAYATSAGAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRDS","LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS HIMAYATSAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRDS","LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS HIMAYATSAGAR","INFORMATION TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRDS","LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS HIMAYATSAGAR","MECHANICAL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDRK","MADHIRA INSTITUTE OF TECHNOLOGY AND SCI KODAD","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,98550,NA,NA,NA,142371,NA,148639,NA,131067,158434,NA,NA,NA,NA,129420,NA,NA
"MDRK","MADHIRA INSTITUTE OF TECHNOLOGY AND SCI KODAD","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,NA,NA,NA,160345,158009,NA,160053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDRK","MADHIRA INSTITUTE OF TECHNOLOGY AND SCI KODAD","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDRK","MADHIRA INSTITUTE OF TECHNOLOGY AND SCI KODAD","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,118260,NA,NA,NA,152494,NA,149541,NA,154603,NA,158186,NA,170972,NA,NA,NA,78060
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN AUTONOMOUS GHATKESAR","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE",NA,63792,NA,89511,NA,154330,NA,157704,NA,110626,NA,107996,NA,120444,NA,82960,NA,125810
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN AUTONOMOUS GHATKESAR","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,69586,NA,92813,NA,151644,NA,166111,NA,142353,NA,103870,NA,NA,NA,93348,NA,161810
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN AUTONOMOUS GHATKESAR","CIVIL ENGINEERING",NA,118223,NA,131064,NA,166445,NA,161180,NA,159251,NA,163650,NA,NA,NA,129644,NA,NA
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING",NA,58449,NA,91706,NA,145685,NA,145714,NA,117444,NA,84736,NA,69868,NA,81167,NA,129015
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN AUTONOMOUS GHATKESAR","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,110866,NA,142319,NA,159215,NA,140186,NA,124002,NA,127377,NA,125808,NA,119112,NA,141273
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN AUTONOMOUS GHATKESAR","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,68798,NA,103742,NA,158432,NA,154592,NA,131051,NA,109284,NA,NA,NA,91492,NA,85349
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY AUTONOMOUS BANDLAGUDA","CIVIL ENGINEERING",NA,NA,93636,NA,157118,158420,114582,160477,NA,NA,111142,NA,NA,NA,98148,NA,NA,91712
"MINA","MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN MIRYALAGUDA","COMPUTER SCIENCE AND ENGINEERING",NA,129184,NA,NA,NA,160530,NA,160926,NA,138572,NA,147893,NA,140365,NA,151490,NA,148969
"MINA","MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN MIRYALAGUDA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,136507,NA,NA,NA,156604,NA,149088,NA,NA,NA,153041,NA,NA,NA,NA,NA,NA
"MINA","MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN MIRYALAGUDA","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,150785,NA,NA,NA,153211,NA,NA,NA,157643,NA,163462,NA,NA,NA,166877,NA,NA
"MINA","MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN MIRYALAGUDA","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,133367,NA,NA,NA,163027,NA,158106,NA,NA,NA,NA,NA,NA,NA,149553,NA,NA
"MMTZ","MUMTAZ COLL OF ENGG TECHNOLOGY HYDERABAD","CIVIL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MMTZ","MUMTAZ COLL OF ENGG TECHNOLOGY HYDERABAD","COMPUTER SCIENCE AND ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MMTZ","MUMTAZ COLL OF ENGG TECHNOLOGY HYDERABAD","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MMTZ","MUMTAZ COLL OF ENGG TECHNOLOGY HYDERABAD","CSE IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MRCW","MALLA REDDY ENGG COLLEGE FOR WOMEN AUTONOMOUS MAISAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING",NA,37299,NA,42527,NA,156036,NA,136563,NA,79913,NA,54388,NA,98111,NA,48225,NA,99607
"MRCW","MALLA REDDY ENGG COLLEGE FOR WOMEN AUTONOMOUS MAISAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,36035,NA,44221,NA,112682,NA,147496,NA,69591,NA,51820,NA,78436,NA,47767,NA,81221
"MRCW","MALLA REDDY ENGG COLLEGE FOR WOMEN AUTONOMOUS MAISAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",NA,34021,NA,47146,NA,135272,NA,125713,NA,70375,NA,55770,NA,51355,NA,54326,NA,94095
"MRCW","MALLA REDDY ENGG COLLEGE FOR WOMEN AUTONOMOUS MAISAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,44041,NA,44742,NA,126139,NA,147798,NA,84039,NA,58251,NA,48654,NA,54723,NA,102719
"MRCW","MALLA REDDY ENGG COLLEGE FOR WOMEN AUTONOMOUS MAISAMMAGUDA","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,67963,NA,72929,NA,152725,NA,144922,NA,125840,NA,103580,NA,NA,NA,78688,NA,130003
"MRCW","MALLA REDDY ENGG COLLEGE FOR WOMEN AUTONOMOUS MAISAMMAGUDA","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,43768,NA,52247,NA,134822,NA,147903,NA,98603,NA,64110,NA,NA,NA,62643,NA,115721
"MRCW","MALLA REDDY ENGG COLLEGE FOR WOMEN AUTONOMOUS MAISAMMAGUDA","INFORMATION TECHNOLOGY",NA,45485,NA,45200,NA,147154,NA,149096,NA,98657,NA,62815,NA,47525,NA,56233,NA,93867
"MREM","MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES AUTONOMOUS MEDCHAL","CIVIL ENGINEERING",NA,90832,90338,131697,129779,154199,134162,139450,NA,132329,101050,NA,NA,NA,84665,NA,112994,NA
"MTEC","MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY PEDDAPALLY","BIOTECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAWB","NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH AUTONOMOUS NEW MALAKPET","CIVIL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAWB","NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH AUTONOMOUS NEW MALAKPET","COMPUTER SCIENCE AND ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAWB","NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH AUTONOMOUS NEW MALAKPET","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAWB","NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH AUTONOMOUS NEW MALAKPET","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAWB","NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH AUTONOMOUS NEW MALAKPET","CSE IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAWB","NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH AUTONOMOUS NEW MALAKPET","INFORMATION TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAWB","NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH AUTONOMOUS NEW MALAKPET","MECHANICAL ENGINEERING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGMA","NIGAMA ENGINEERING COLLEGE KARIMNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,129807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NNRG","NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS AUTONOMOUS GHATKESAR","CIVIL ENGINEERING",NA,84581,101910,NA,154661,157025,123442,162820,138589,NA,126073,NA,116270,NA,100538,NA,144870,NA
"NRCM","NARSIMHAREDDY ENGINEERING COLLEGE AUTONOMOUS MAISAMMAGUDA","CIVIL ENGINEERING",NA,89583,109814,NA,157074,NA,NA,NA,148801,NA,120274,142258,NA,NA,114840,132395,NA,NA
"PALV","PALLAVI ENGINEERING COLLEGE AUTONOMOUS KUNTLOOR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,77009,76689,91940,145683,146203,152386,151017,92520,87654,96531,95541,71898,NA,86590,83261,NA,118376
"PETW","PRINCETON INST OF ENGG TECH FOR WOMEN GHATKESAR","CIVIL ENGINEERING",NA,118721,NA,136081,NA,157068,NA,146006,NA,138413,NA,139786,NA,NA,NA,136443,NA,148930
"PETW","PRINCETON INST OF ENGG TECH FOR WOMEN GHATKESAR","COMPUTER SCIENCE AND ENGINEERING",NA,76094,NA,102181,NA,146560,NA,144861,NA,127584,NA,102814,NA,84583,NA,94858,NA,142943
"PETW","PRINCETON INST OF ENGG TECH FOR WOMEN GHATKESAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,69889,NA,105960,NA,152628,NA,151719,NA,109329,NA,101422,NA,88088,NA,95703,NA,139184
"PETW","PRINCETON INST OF ENGG TECH FOR WOMEN GHATKESAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",NA,94778,NA,114136,NA,151488,NA,156960,NA,139539,NA,112535,NA,97719,NA,104628,NA,153888
"PETW","PRINCETON INST OF ENGG TECH FOR WOMEN GHATKESAR","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,97892,NA,128770,NA,153279,NA,161313,NA,125827,NA,119503,NA,NA,NA,118756,NA,127573
"PRIW","PRIYADARSHINI INSTITUTE OF SCIENCE TECHNOLOGY FOR WOMEN KHAMMAM","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE",NA,85218,NA,143604,NA,142977,NA,155525,NA,134927,NA,147743,NA,128057,NA,126117,NA,113922
"PRIW","PRIYADARSHINI INSTITUTE OF SCIENCE TECHNOLOGY FOR WOMEN KHAMMAM","COMPUTER SCIENCE AND ENGINEERING",NA,96383,NA,137792,NA,170446,NA,167362,NA,147938,NA,134650,NA,125666,NA,119651,NA,143480
"PRIW","PRIYADARSHINI INSTITUTE OF SCIENCE TECHNOLOGY FOR WOMEN KHAMMAM","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",NA,72599,NA,134602,NA,161295,NA,161208,NA,121490,NA,124739,NA,101761,NA,106395,NA,100224
"PRIW","PRIYADARSHINI INSTITUTE OF SCIENCE TECHNOLOGY FOR WOMEN KHAMMAM","ELECTRICAL AND ELECTRONICS ENGINEERING",NA,158463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRIW","PRIYADARSHINI INSTITUTE OF SCIENCE TECHNOLOGY FOR WOMEN KHAMMAM","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,107494,NA,138407,NA,165067,NA,155726,NA,127862,NA,138785,NA,NA,NA,152351,NA,NA
"RITW","RISHI MS INST OF ENGG AND TECH FOR WOMEN KUKATPALLY","COMPUTER SCIENCE AND ENGINEERING",NA,65791,NA,88901,NA,151547,NA,157848,NA,127807,NA,102319,NA,98624,NA,85665,NA,162080
"RITW","RISHI MS INST OF ENGG AND TECH FOR WOMEN KUKATPALLY","ELECTRONICS AND COMMUNICATION ENGINEERING",NA,91313,NA,99888,NA,160084,NA,160363,NA,143322,NA,123472,NA,NA,NA,114967,NA,108045
