College Code,College Name,Branch Name,OC Boys,OC Girls,EWS Boys,EWS Girls,SC Boys,SC Girls,ST Boys,ST Girls,BC-A Boys,BC-A Girls,BC-B Boys,BC-B Girls,BC-C Boys,BC-C Girls,BC-D Boys,BC-D Girls,BC-E Boys,BC-E Girls
"KUWL","KU COLLEGE OF ENGINEERING AND TECHNOLOGY WARANGAL","MECHANICAL ENGINEERING",68386,85012,128606,NA,136711,150408,136114,136908,124154,NA,123602,106677,100518,NA,86785,117191,143124,NA
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS KODAD","ELECTRONICS AND COMMUNICATION ENGINEERING",68477,84663,105041,104967,156186,148950,165736,160392,152183,138527,143083,113650,NA,NA,106372,91213,140628,122673
"JPNE","JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING AUTONOMOUS MAHABUBNAGAR","COMPUTER SCIENCE AND ENGINEERING",68610,63497,126825,116006,154953,157159,162184,155935,137969,123012,109678,104843,101691,NA,99291,108684,97996,73030
"AITH","ANNAMACHARYA INST OF TECHNOLOGY AND SCI AUTONOMOUS HAYATHNAGAR","ELECTRICAL AND ELECTRONICS ENGINEERING",68681,98625,NA,124084,145979,155712,157881,NA,115330,113982,129161,141667,NA,NA,112860,118592,132006,NA
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY AUTONOMOUS PATANCHERU","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",68925,47373,97865,110897,125562,147962,155009,NA,145374,103943,110001,113208,NA,NA,101247,112715,157941,NA
"AITH","ANNAMACHARYA INST OF TECHNOLOGY AND SCI AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",69092,77077,76195,89056,132361,146966,153974,143839,97502,120028,88410,86754,92386,NA,80433,80492,NA,NA
"CHET","SRI CHAITANYA TECHNICAL CAMPUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",69155,59721,88951,106126,144760,145411,153876,157434,144832,135572,106240,106548,NA,NA,100869,96682,103797,NA
"SIEI","SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING",69157,68516,86416,92139,148465,152259,149600,168952,141949,138634,91290,94878,73712,84463,97640,97339,154830,140256
"KITS","KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI WARANGAL","ELECTRONICS COMMUNICATION AND INSTRUMENTATION ENGINEERING",69197,55755,NA,63287,108218,141208,151273,149851,113134,118735,77640,89194,NA,NA,64265,NA,110537,129866
"PALV","PALLAVI ENGINEERING COLLEGE AUTONOMOUS KUNTLOOR","COMPUTER SCIENCE AND ENGINEERING",69255,55883,72510,82656,106024,144473,152090,151112,110472,115249,85143,81801,NA,143410,71887,85760,105003,117021
"ESUTSF","EARTH SCIENCES UNIV OF TELANGANA FORMERLY K U COLLEGE OF ENGG KOTHAGUDEM SELF FINANCE KOTHAGUDEM","COMPUTER SCIENCE AND ENGINEERING",69268,75231,NA,NA,143302,NA,132179,149343,120088,139211,117656,94185,NA,110023,101857,129501,NA,NA
"NNRG","NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS AUTONOMOUS GHATKESAR","ELECTRONICS AND COMMUNICATION ENGINEERING",69613,72138,67712,77084,152921,160127,149826,160784,138383,144061,87857,88533,NA,NA,80640,82545,145893,NA
"TKRC","T K R COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS MIRPET","CIVIL ENGINEERING",69641,80947,92319,115007,143194,140612,118079,116304,122637,NA,115269,120155,NA,NA,97508,NA,NA,NA
"SNTI","SCIENT INSTITUTE OF TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","ELECTRICAL AND ELECTRONICS ENGINEERING",69649,85573,131055,NA,151819,137371,154230,151228,121865,NA,138553,137667,NA,NA,105979,124822,NA,NA
"VGNT","VIGNAN INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS DESHMUKHI","MECHANICAL ENGINEERING",69662,NA,92154,NA,156336,151534,133939,NA,123315,136517,88647,131577,NA,NA,92728,127982,123998,NA
"SDGI","SREE DATTHA GRP OF INSTNS AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",70036,75285,76633,81595,154128,154293,155713,156213,132781,140659,96612,102785,NA,NA,88685,91191,108945,147665
"NREC","NALLAMALLA REDDY ENGINEERING COLLEGE AUTONOMOUS GHATKESAR","ELECTRONICS AND COMMUNICATION ENGINEERING",70172,76722,74713,87872,153582,157203,147893,155367,140344,132753,92905,84559,90843,NA,92759,93138,144367,135657
"TKRC","T K R COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS MIRPET","ELECTRICAL AND ELECTRONICS ENGINEERING",70275,NA,83685,NA,133344,126515,120946,123271,NA,120283,89641,103964,101770,NA,82848,NA,136522,NA
"SISG","SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES AUTONOMOUS GHATKESAR","COMPUTER ENGINEERINGSOFTWARE ENGINEERING",70362,75429,90526,107106,149626,122314,143904,144429,NA,85944,92696,89687,NA,NA,90166,84835,124035,NA
"SCIT","SRI CHAITANYA INSTITUTE OF TECHNOLOGY AND RESEARCH AUTONOMOUS KHAMMAM","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",70397,54410,109523,87563,84177,112090,NA,144337,102119,94083,88892,94150,NA,NA,108430,NA,86347,94801
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","CIVIL ENGINEERING",70449,93063,107903,NA,150203,163826,146858,159636,112110,NA,122390,144042,NA,NA,92706,NA,NA,NA
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",70480,72039,88549,90023,146541,113631,152839,151290,121985,129582,93398,96160,NA,NA,82715,NA,NA,NA
"VITS","SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI MAHABUBNAGAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",70655,72932,NA,NA,155365,143252,NA,NA,154043,130910,148368,149724,NA,NA,145440,132068,132083,NA
"KTKM","KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE AUTONOMOUS HUZURABAD","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",70744,72407,107936,109436,154004,154089,159897,149904,134657,122344,102842,101541,NA,NA,NA,92851,NA,108072
"JOGI","JOGINPALLY B R ENGINEERING COLLEGE AUTONOMOUS YENKAPALLY","COMPUTER SCIENCE AND ENGINEERING",71105,61630,72258,76965,158016,149719,150722,156877,149883,145862,88705,87595,NA,72189,83345,82893,116226,105333
"VGWL","VAGDEVI ENGINEERING COLLEGE AUTONOMOUS WARANGAL","COMPUTER SCIENCE AND ENGINEERING",71296,83328,113340,123282,161948,149850,160081,154699,121729,137732,101108,111480,NA,NA,88221,89363,152357,112491
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","CIVIL ENGINEERING",71406,72121,NA,NA,144933,148358,145358,149038,144141,NA,83983,138369,87351,NA,NA,113555,NA,NA
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY SIDDIPET","ELECTRONICS AND COMMUNICATION ENGINEERING",71513,NA,NA,141378,158152,163316,160046,140831,NA,NA,NA,149950,NA,NA,137472,142174,136732,NA
"SAIS","SAI SPURTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS SATHUPALLY","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",71648,48561,132989,102075,150990,125033,164206,160923,104258,119322,99082,125365,NA,NA,NA,101834,114639,NA
"CHET","SRI CHAITANYA TECHNICAL CAMPUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",71721,NA,101230,110501,148135,147939,156720,NA,108790,100437,111385,112886,NA,NA,97160,107046,88572,98191
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY AUTONOMOUS BANDLAGUDA","ELECTRICAL AND ELECTRONICS ENGINEERING",71834,78350,114740,NA,146844,157963,148406,NA,122785,NA,112611,117538,93055,NA,NA,93061,NA,NA
"NRCM","NARSIMHAREDDY ENGINEERING COLLEGE AUTONOMOUS MAISAMMAGUDA","ELECTRICAL AND ELECTRONICS ENGINEERING",71860,NA,NA,NA,152210,166067,151465,NA,111881,NA,86869,88883,NA,NA,102156,111096,101198,149073
"BSKR","BHASKAR ENGINEERING COLLEGE YENKAPALLY","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE",71939,75066,78129,91972,149588,165163,166863,NA,148644,NA,112243,108756,NA,NA,96683,96362,159946,NA
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS AUTONOMOUS IBRAHIMPATAN","MECHANICAL ENGINEERING",71960,92390,75969,130882,149811,160082,133826,156462,123115,NA,95002,123861,72170,NA,85805,128909,136017,NA
"SIEI","SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",72345,71981,91283,92449,151628,149959,151584,155021,144745,134771,95854,98389,75722,78905,94875,106300,106776,130769
"MECS","MATRUSRI ENGINEERING COLLEGE AUTONOMOUS HYDERABAD","MECHANICAL ENGINEERING",72351,72437,77799,130257,147320,NA,124120,154285,123239,138010,104812,136587,79553,NA,91384,134340,104731,NA
"VGNT","VIGNAN INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS DESHMUKHI","ELECTRONICS AND INSTRUMENTATION ENGINEERING",72431,70593,73697,NA,149855,133294,131962,NA,NA,NA,84914,94915,78348,NA,NA,107146,NA,NA
"DRKI","D R K INSTITUTE OF SCI AND TECHNOLOGY BOWRAMPET","ELECTRONICS AND COMMUNICATION ENGINEERING",72504,66899,78342,103342,151169,146411,155807,NA,144254,90086,113421,108174,NA,95785,96659,84667,150672,95739
"JNPASF","JNAFAU SCHOOL OF PLANNING AND ARCH SELF FINANCE MASABTANK","DIGITAL TECHNIQUES FOR DESIGN AND PLANNING",72563,69064,105569,89008,154003,101908,160550,127358,129089,108569,118138,96293,NA,NA,142448,141477,137197,129899
"JPNE","JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING AUTONOMOUS MAHABUBNAGAR","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",72608,73270,112204,135415,152180,153434,121682,149412,141443,115746,138838,109821,NA,NA,117154,106851,115479,93973
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI KOTHAGUDEM","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",73041,81393,NA,118617,152078,154185,140435,131495,111391,138431,111678,113427,121379,NA,113007,102701,137143,NA
"VAGE","VAAGDEVI COLLEGE OF ENGINEERING AUTONOMOUS WARANGAL","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",73124,66175,124615,113881,146665,148496,149894,150480,145901,144590,104289,107267,101624,NA,101012,103097,144434,147696
"JOGI","JOGINPALLY B R ENGINEERING COLLEGE AUTONOMOUS YENKAPALLY","ELECTRONICS AND COMMUNICATION ENGINEERING",73264,80346,92639,91903,157907,NA,158467,NA,110974,111254,104585,110441,NA,NA,92197,88212,129055,NA
"KTKM","KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE AUTONOMOUS HUZURABAD","INFORMATION TECHNOLOGY",73282,NA,NA,113058,157035,163485,164111,158758,146805,111473,129292,134259,NA,NA,120095,113598,NA,138274
"CFSR","COLLEGE OF FOOD SCIENCE AND TECHNOLOGY RUDRUR","FOOD TECHNOLOGY",73293,68789,94498,NA,114230,153006,NA,NA,NA,NA,87570,NA,NA,NA,106290,NA,NA,123681
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS NARSAMPET","COMPUTER ENGINEERINGSOFTWARE ENGINEERING",73898,NA,NA,NA,140589,137996,NA,139760,141975,136932,149160,144155,154697,NA,138544,141264,NA,144279
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",73921,NA,102332,92680,150086,154181,165614,161209,143051,100802,108456,115336,NA,NA,102797,114450,154225,NA
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING",74064,73366,89603,96858,150246,148141,152259,151961,138117,138536,98522,100720,89815,NA,93981,114462,139366,NA
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE AUTONOMOUS KEESARA","ELECTRICAL AND ELECTRONICS ENGINEERING",74120,NA,111280,129749,152811,159788,159093,NA,130084,NA,116204,133589,NA,101976,99114,102382,128560,NA
"KPRC","KPRIT COLLEGE OF ENGINEERING AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",74228,74074,80489,92145,150763,153216,156207,156811,145760,141319,94005,99293,NA,NA,91824,88796,132912,NA
"KPRC","KPRIT COLLEGE OF ENGINEERING AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING",74310,77090,77464,85753,152665,148683,169012,162116,135361,133102,94418,101025,NA,75573,89342,88282,151720,118853
"TKEM","TEEGALA KRISHNA REDDY ENGINEERING COLLEGE AUTONOMOUS MIRPET","ELECTRONICS AND COMMUNICATION ENGINEERING",74399,80589,72778,82521,156564,156056,159886,152156,142994,145181,98374,93565,147764,NA,91965,93382,127467,NA
"MRTN","ST MARTINS ENGINEERING COLLEGE AUTONOMOUS DHULAPALLY","ELECTRICAL AND ELECTRONICS ENGINEERING",74570,85366,73276,NA,122072,110603,149732,151275,NA,NA,91080,94556,NA,NA,90283,NA,134693,NA
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY AUTONOMOUS PATANCHERU","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",74585,68041,95389,102114,145755,156941,159397,NA,141810,125048,111858,98285,101246,NA,98624,101342,NA,130114
"VITS","SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI MAHABUBNAGAR","COMPUTER SCIENCE AND ENGINEERING",74712,89327,NA,NA,161501,161830,156851,NA,132414,NA,121663,109371,NA,NA,115788,113878,117561,105551
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS KODAD","ELECTRICAL AND ELECTRONICS ENGINEERING",74893,76679,109730,NA,150172,NA,165076,154563,155336,138473,133779,NA,NA,NA,121431,130145,139694,NA
"SPEC","ST PETERS ENGINEERING COLLEGE AUTONOMOUS MEDCHAL","CIVIL ENGINEERING",74988,70404,88111,127812,149463,145375,136306,NA,NA,122903,95427,126537,NA,NA,110581,142990,141174,NA
"VCET","VISWESWARAYA COLL OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","ELECTRICAL AND ELECTRONICS ENGINEERING",75082,39511,84792,NA,159810,143766,150219,NA,139299,NA,100836,126271,NA,NA,113009,130977,128941,NA
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING",75228,75211,79784,86635,144100,153026,149400,152967,117846,95886,97028,97223,NA,NA,83326,87808,114921,141615
"SPEC","ST PETERS ENGINEERING COLLEGE AUTONOMOUS MEDCHAL","ELECTRICAL AND ELECTRONICS ENGINEERING",75281,78263,76997,NA,NA,NA,154413,157920,107645,144626,101104,NA,NA,114609,87962,NA,114904,100500
"KNRR","KASIREDDY NARAYANAREDDY COLL ENGG RES AUTONOMOUS HAYATHNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",75356,74393,94226,100566,149712,138966,154589,NA,112952,112405,109855,110832,NA,NA,101944,91664,112224,NA
"PUCE","UNIVERSITY COLLEGE OF ENGINEERING PALAMURU UNIVERSITY MAHABUBNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",75524,60924,127890,144388,152593,172346,158285,157357,137173,91345,123754,117549,NA,NA,111987,100056,155572,109105
"SNTI","SCIENT INSTITUTE OF TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING",75588,75316,94207,103481,152709,152073,158299,154261,144519,143140,102913,107462,99950,89322,102004,99101,149243,89484
"SDGI","SREE DATTHA GRP OF INSTNS AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING",75594,69252,82798,87916,152591,158146,154802,160812,141503,149938,97280,95046,85699,120407,94863,94656,149172,136667
"VISA","VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY BHONGIR","COMPUTER SCIENCE AND ENGINEERING",75598,64799,NA,NA,128271,151250,142671,155576,NA,NA,110820,119357,NA,NA,106152,102303,NA,NA
"SNTI","SCIENT INSTITUTE OF TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","ELECTRONICS AND COMMUNICATION ENGINEERING",75613,62601,113277,110627,137335,119728,149012,154051,119113,103926,107184,119449,NA,NA,102789,106133,107883,NA
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","CIVIL ENGINEERING",75653,143158,NA,NA,144831,NA,146836,NA,128383,NA,142095,NA,122990,NA,NA,NA,134986,NA
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY AUTONOMOUS PATANCHERU","COMPUTER SCIENCE AND ENGINEERING",75863,71681,95062,83255,150198,150731,155533,159742,131921,113633,102376,92496,NA,94605,97817,100532,136388,118597
"NIET","NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY CHOUTUPPAL","COMPUTER SCIENCE AND ENGINEERING",75916,70464,109549,126948,157355,151882,142097,151424,106970,127692,115659,90222,99036,100515,109851,114648,111482,NA
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",75921,65400,102290,99476,149642,144967,165581,159111,146994,NA,109036,106260,NA,NA,107076,108654,134229,NA
"SDES","SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND INFORMATION TECHNOLOGY",76070,79173,77584,85453,151611,150684,150375,159912,142534,80550,99510,103220,93053,NA,93239,93352,134989,NA
"MGUNSF","MGU COLLEGE OF ENGINEERING AND TECHNOLOGY NALGONDA","COMPUTER SCIENCE AND ENGINEERING",76107,63412,122857,119802,146061,144280,170295,NA,102747,87870,112343,116617,99786,NA,88313,95409,99316,110714
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","INFORMATION TECHNOLOGY",76204,68779,89373,99227,156151,156945,155350,155401,144574,109562,110097,110792,94828,NA,99171,101291,151939,104706
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE AUTONOMOUS KEESARA","COMPUTER SCIENCE AND ENGINEERING IOT",76293,74532,99150,104786,156714,157200,143326,NA,147718,84617,121538,115441,97650,NA,96885,98102,136258,93307
"SVSE","SVS GRP OF INSTNS SVS INST OF TECH AUTONOMOUS HANAMKONDA","COMPUTER SCIENCE AND ENGINEERING",76368,79537,130595,141020,148824,157903,165439,159619,145307,129215,111280,124891,102389,NA,103513,102788,135107,NA
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE AUTONOMOUS KEESARA","ELECTRONICS AND COMMUNICATION ENGINEERING",76516,71636,93509,101216,154788,149427,154736,NA,121715,149970,105311,105932,NA,NA,100196,99005,115937,89877
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY AUTONOMOUS PATANCHERU","MECHANICAL ENGINEERING",76529,NA,NA,NA,163398,NA,165097,NA,145017,NA,143980,166665,NA,NA,132931,134795,147425,NA
"MREM","MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES AUTONOMOUS MEDCHAL","MECHANICAL ENGINEERING",77064,139093,109045,NA,146104,NA,145371,157517,148880,NA,123993,NA,NA,NA,95122,NA,NA,NA
"JOGI","JOGINPALLY B R ENGINEERING COLLEGE AUTONOMOUS YENKAPALLY","ELECTRICAL AND ELECTRONICS ENGINEERING",77117,NA,106430,125781,123927,165534,163915,NA,113916,109806,128688,128823,NA,NA,115587,NA,NA,125812
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",77162,84046,96864,109295,150211,148509,163101,NA,130036,NA,112518,110168,NA,87835,96916,102512,147086,NA
"CDTK","COLLEGE OF DAIRY TECHNOLOGY KAMAREDDY","DAIRYING",77176,55151,69381,86953,NA,119975,101639,NA,NA,NA,NA,96425,NA,NA,NA,102620,NA,NA
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","ELECTRICAL AND ELECTRONICS ENGINEERING",77391,NA,NA,121326,152369,160985,140518,150630,NA,133894,138302,134752,NA,NA,118182,NA,NA,126063
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS ABIDS","ELECTRICAL AND ELECTRONICS ENGINEERING",77591,76439,96049,121607,158389,157362,152974,160960,154909,116338,113536,107581,NA,NA,100152,100278,116357,NA
"JNTM","JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI MANTHANI","CIVIL ENGINEERING",77767,57072,94201,NA,158173,144900,149908,145538,145541,134270,129383,127710,NA,NA,101740,91562,118326,136883
"JOGI","JOGINPALLY B R ENGINEERING COLLEGE AUTONOMOUS YENKAPALLY","INFORMATION TECHNOLOGY",77879,73731,74596,79863,154489,158483,165133,NA,83386,128887,119399,101394,NA,86652,94065,97343,145281,NA
"VAGE","VAAGDEVI COLLEGE OF ENGINEERING AUTONOMOUS WARANGAL","ELECTRONICS AND COMMUNICATION ENGINEERING",77986,77304,128939,140095,144002,150527,158861,158087,141293,148253,111409,119695,83953,NA,110340,106129,133001,120212
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING",78044,74452,101768,113963,155910,143334,154388,145924,155014,141752,102757,100680,90096,97014,101016,93067,122889,124595
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY SIDDIPET","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",78292,69579,80906,109088,160843,153714,115910,156375,127511,138696,NA,102903,NA,NA,111902,NA,NA,NA
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS YENKAPALLY","ELECTRONICS AND COMPUTER ENGINEERING",78430,82592,90246,107061,153246,150384,153214,NA,106010,105423,116485,125956,101343,NA,98232,NA,142412,119781
"NRCM","NARSIMHAREDDY ENGINEERING COLLEGE AUTONOMOUS MAISAMMAGUDA","MECHANICAL ENGINEERING",78511,94103,92735,NA,149128,NA,156607,NA,120078,NA,101462,NA,NA,NA,102229,NA,150842,NA
"JNTR","JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA AGRAHARAM RAJANNA SIRCILLA","ELECTRICAL AND ELECTRONICS ENGINEERING",78533,78656,NA,NA,161009,159539,159258,149447,148125,113947,132903,115901,NA,NA,112004,103064,151373,134988
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS NARSAMPET","COMPUTER SCIENCE AND ENGINEERING",78584,77027,126306,142449,156847,158483,162780,154615,151239,136620,120286,111193,NA,NA,106844,101805,155472,133167
"SMSK","SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS GHATKESAR","ELECTRONICS AND COMMUNICATION ENGINEERING",78650,76449,78284,107560,154085,153928,155251,157453,139290,107439,107441,114122,NA,NA,102786,96522,148237,NA
"VGWL","VAGDEVI ENGINEERING COLLEGE AUTONOMOUS WARANGAL","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",78808,68296,106554,142762,150143,153119,159539,168175,113614,105016,91161,91520,85727,NA,98853,96706,138588,123334
"NIET","NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY CHOUTUPPAL","CIVIL ENGINEERING",79010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY AUTONOMOUS BANDLAGUDA","MECHANICAL ENGINEERING",79043,112415,127532,NA,145453,162323,122098,NA,100551,NA,110404,140025,NA,NA,113440,NA,NA,NA
"KLRT","KLR COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS PALONCHA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",79222,60872,131584,NA,148957,154123,146184,132792,NA,NA,110872,111197,NA,NA,93928,90726,119771,98664
"AITH","ANNAMACHARYA INST OF TECHNOLOGY AND SCI AUTONOMOUS HAYATHNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",79414,90835,97184,108537,151750,148845,153215,159447,98107,NA,115402,118233,NA,NA,105568,97813,142037,NA
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY AUTONOMOUS PATANCHERU","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",79416,84205,99787,113212,152285,155018,157486,NA,140453,144515,112449,109433,NA,NA,101614,100612,154957,143939
"SIEI","SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",79481,77122,86497,101053,150810,150389,166366,152685,146866,100396,105000,100014,NA,NA,99673,97088,153662,NA
"VREC","VIJAYA RURAL ENGINEERING COLLEGE NIZAMABAD","COMPUTER SCIENCE AND ENGINEERING",79522,71724,128511,NA,160187,159280,154642,NA,NA,137402,108242,108221,NA,NA,94924,122845,100747,NA
"SIEI","SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","ELECTRONICS AND COMMUNICATION ENGINEERING",79612,74391,98517,115022,144230,145213,153135,156027,105967,118076,114861,105953,105556,NA,102338,99813,140571,88150
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY AUTONOMOUS PATANCHERU","CIVIL ENGINEERING",79643,119553,NA,NA,160661,157056,161871,NA,151286,NA,NA,140926,NA,NA,132607,NA,NA,NA
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",79659,83638,99723,101606,147030,122241,145953,152933,131316,NA,107718,105244,NA,NA,91565,108157,149178,NA
"DRKI","D R K INSTITUTE OF SCI AND TECHNOLOGY BOWRAMPET","ELECTRICAL AND ELECTRONICS ENGINEERING",80010,91223,91182,136617,157322,NA,163863,NA,137158,NA,124952,119783,NA,NA,NA,113106,NA,NA
"AVNI","AVN INST OF ENGG TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","MECHANICAL ENGINEERING",80341,113322,115868,NA,155323,NA,149965,NA,131394,NA,128677,NA,NA,NA,117176,NA,147871,NA
